File_ID,Group_ID,Rating_01,Rating_02,Rating_03,Rating_04
img_0654.png,E,1,1,1,1
img_0655.png,E,1,1,1,1
img_0656.png,E,1,1,1,1
img_0657.png,E,1,1,1,1
img_0658.png,E,0,0,0,0
img_0659.png,E,0,0,0,0
img_0660.png,E,0,0,0,0
img_0661.png,E,2,2,1,2
img_0662.png,E,0,0,0,0
img_0663.png,E,0,1,1,0
img_0664.png,E,2,2,1,2
img_0665.png,E,1,1,1,1
img_0666.png,E,0,0,0,0
img_0667.png,E,1,1,1,1
img_0668.png,E,2,2,1,2
img_0669.png,E,0,0,0,0
img_0670.png,E,1,1,1,1
img_0671.png,E,2,2,1,2
img_0672.png,E,0,0,0,0
img_0673.png,E,0,0,0,0
img_0674.png,E,1,1,1,1
img_0675.png,E,1,1,1,1
img_0676.png,E,0,0,0,0
img_0677.png,E,1,2,1,2
img_0678.png,E,1,1,1,1
img_0679.png,E,0,0,0,0
img_0680.png,E,0,0,0,0
img_0681.png,E,1,2,2,1
img_0682.png,E,1,2,1,1
img_0683.png,E,0,0,0,0
img_0684.png,E,0,0,0,0
img_0685.png,E,0,0,0,0
img_0686.png,E,2,2,2,2
img_0687.png,E,1,2,1,1
img_0688.png,E,1,1,1,1
img_0689.png,E,1,1,1,1
img_0690.png,E,0,0,0,0
img_0691.png,E,0,0,0,0
img_0692.png,E,0,1,0,1
img_0693.png,E,0,0,0,0
img_0694.png,E,2,2,2,2
img_0695.png,E,1,1,1,1
img_0696.png,E,0,0,0,0
img_0697.png,E,1,1,1,1
img_0698.png,E,0,0,0,0
img_0699.png,E,0,0,0,0
img_0700.png,E,2,2,2,0
img_0701.png,E,1,2,1,1
img_0702.png,E,0,0,0,0
img_0703.png,E,1,1,1,1
img_0704.png,E,0,0,0,0
img_0705.png,E,0,0,0,0
img_0706.png,E,0,0,0,0
img_0707.png,E,1,2,1,1
img_0708.png,E,1,1,1,1
img_0709.png,E,0,0,0,0
img_0710.png,E,1,1,1,1
img_0711.png,E,0,0,0,0
img_0712.png,E,0,1,0,1
img_0713.png,E,2,2,2,2
img_0714.png,E,1,1,1,1
img_0715.png,E,0,0,0,0
img_0716.png,E,0,0,0,0
img_0717.png,E,0,1,0,0
img_0718.png,E,0,0,0,0
img_0719.png,E,0,0,0,0
img_0720.png,E,1,1,0,1
img_0721.png,E,0,1,0,0
img_0722.png,E,0,0,0,0
img_0723.png,E,0,0,0,0
